Year,Country Name,Population,GDP PPP 2017,GDP PPP/capita 2017,Region,Income Group,gdp_ppp_2017_log,gdp_ppp_2017_squared,gdp_ppp_2017_growth,gdp_ppp_2017_relative_change,gdp_ppp_per_capita_2017_log,gdp_ppp_per_capita_2017_squared,gdp_ppp_per_capita_2017_growth,gdp_ppp_per_capita_2017_relative_change,population_log,population_squared,population_growth,population_relative_change,income_group_ordinal,economic_stage,population_stage,gdp_ppp_per_capita_2017_relative_position,gdp_ppp_per_capita_2017_momentum,population_relative_position,population_momentum,gdp_ppp_2017_relative_position,gdp_ppp_2017_momentum,high_error_economic_volatility,high_error_population_growth_stability,high_error_region,high_error_region_time,high_error_region_time_squared,high_error_development_phase,high_error_region_stability,MSW,MSW_log
2000.0,Spain,40567864.0,1410006838302.66,34756.74,Europe & Central Asia,High income,27.974615670167616,782.5791218935875,0.0524594382377856,1.965740944717402,10.456157560004394,109.33123091963704,0.0477639476310052,2.011405647440738,17.518486808705447,306.89738006678675,0.0044813816369797,1.4966810152107837,4.0,3,4,0.8832325198414837,0.0426875178410111,1.2035568797540617,0.0042299624876421,1.6306723836739918,0.0470986597890246,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26505000.0,17.092843990132774
2001.0,Spain,40850412.0,1465462446238.28,35873.87,Europe & Central Asia,High income,28.013191971548476,784.7389244348278,0.0393300276489272,1.897752536400799,10.487792329361977,109.99378794382392,0.0321413918566586,1.9061174398857532,17.5254274893783,307.1406086854565,0.0069648231910854,1.6366796828858292,4.0,3,4,0.8937117990883647,0.0401946840448962,1.2133919564805848,0.0051692201768334,1.6488290270646166,0.045564999890257,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26616000.0,17.097023134251835
2002.0,Spain,41431558.0,1505483468430.49,36336.64,Europe & Central Asia,High income,28.04013520402511,786.2491822600083,0.0273094832931002,1.7880656531339252,10.500609397628889,110.2627977215721,0.0128999185200815,1.710727814465593,17.53955344308251,307.6359349827476,0.0142261967884191,1.9736246287303865,4.0,3,4,0.8639773801426581,0.0309350860025818,1.2336950178256172,0.0085574672054948,1.6657719332502827,0.0396996497266043,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26404000.0,17.08902610966385
2003.0,Spain,42187645.0,1550376026713.72,36749.53,Europe & Central Asia,High income,28.06951861531806,787.8978752956871,0.0298193631644669,1.743555449670933,10.511907926305698,110.50020825112856,0.0113629108249964,1.583425327824075,17.557637987331773,308.2706516941957,0.0182490602936051,2.210499516367553,4.0,3,4,0.8240954239850076,0.0188014070672455,1.2601965199334586,0.0131466934243699,1.680918179919936,0.0321529580354981,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27270000.0,17.121297791492104
2004.0,Spain,42921895.0,1598790138533.64,37248.82,Europe & Central Asia,High income,28.100268295722675,789.6250782915969,0.0312273351662575,1.728839505774353,10.525402391581263,110.7840955047046,0.0135862962056929,1.519442061432569,17.57489264996077,308.8768516576451,0.0174043846249298,2.2570046900063407,4.0,3,4,0.7780522745050087,0.0126163751835903,1.285330869888479,0.0166265472356514,1.6783676467842703,0.0294520605412749,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25746000.0,17.0637898720427
2005.0,Spain,43653155.0,1657179300444.71,37962.42,Europe & Central Asia,High income,28.136138056392014,791.6422647283509,0.0365208419190168,1.7549556703016405,10.544378343502238,111.183914650919,0.0191576538531959,1.5213432431056169,17.59178614004169,309.4709395969629,0.0170369924254276,2.241303638323624,4.0,3,4,0.741224414333191,0.014702286961295,1.3102902548878008,0.0175634791146542,1.6956256903509608,0.0325225134165804,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25683000.0,17.06133989132899
2006.0,Spain,44397319.0,1725168159302.34,38857.49,Europe & Central Asia,High income,28.17634564531476,793.9064539242479,0.0410268574072734,1.8020072245252956,10.567681864739509,111.6758999943443,0.0235777908784529,1.56071292296785,17.608689665220332,310.0659517260373,0.0170471985358218,2.211190012553028,4.0,3,4,0.6932145058758925,0.0187739136457805,1.3356720358409706,0.0171628585287264,1.6943453494172978,0.0362583448308492,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26209190.0,17.081620708741575
2007.0,Spain,45226803.0,1787355959474.85,39519.84,Europe & Central Asia,High income,28.21175852615625,795.9033191381498,0.0360473846199773,1.8107055980670064,10.584583406696646,112.033405893318,0.0170456197762645,1.5474819389503671,17.62720047789175,310.7181966877872,0.0186832002175627,2.203254308298654,4.0,3,4,0.6252194770839276,0.0199270215026377,1.363180037607799,0.0175891303929374,1.6859798465718332,0.0378650279820892,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26153990.0,17.079512356332902
2008.0,Spain,45954106.0,1803211005178.5,39239.39,Europe & Central Asia,High income,28.220590083351887,796.4017046525788,0.0088706704557655,1.6729319793903197,10.57746185246783,111.88269924041217,-0.0070964356130995,1.3636844140151745,17.643153782532448,311.28087539408904,0.0160812383753943,2.14772594721301,4.0,3,4,0.5991102279523352,0.0111756583472059,1.3875205114115567,0.0172705457095929,1.674551062934798,0.0286483041610054,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25316940.0,17.046984334355603
2009.0,Spain,46362946.0,1735354244852.44,37429.77,Europe & Central Asia,High income,28.182232684194386,794.2382390660741,-0.0376310704244747,1.3057047922851364,10.530248372420782,110.88613078487056,-0.0461174345472751,0.9090836396890978,17.652011142146286,311.5934973624566,0.008896702288148,2.007394696190503,4.0,3,4,0.6509671694415212,-0.01205608346137,1.3973774768584375,0.014553713627035,1.7044848208776953,0.002428994883756,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25107980.0,17.038696321688352
2010.0,Spain,46576897.0,1738181475619.55,37318.53,Europe & Central Asia,High income,28.183860553673185,794.3299957088954,0.0016291951775819,1.2339737948001803,10.527272061098484,110.82345704838474,-0.0029719658977331,0.8471347939888596,17.65661522509772,311.75606120715264,0.0046146981255246,1.853674047718182,4.0,3,4,0.6167627877392637,-0.0187286120193693,1.3991820050974195,0.009864212929689,1.6437790685718503,-0.0090437349303757,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23774420.0,16.984120812786877
2011.0,Spain,46742697.0,1724025990291.58,36883.32,Europe & Central Asia,High income,28.17568336363216,793.8691330076579,-0.008143847766485,1.1179580680480583,10.515541807470004,110.57661950464949,-0.0116620349193818,0.7215739139885127,17.66016860898628,311.8815552978244,0.0035597047179849,1.7295619041844237,4.0,3,4,0.555222845428228,-0.0202504784547967,1.4018700070774497,0.0056903683772192,1.5735911688730244,-0.0147152410044592,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22672410.0,16.936659368835794
2012.0,Spain,46773055.0,1673013403698.23,35768.74,Europe & Central Asia,High income,28.14564754967593,792.177475990579,-0.0295892213230047,0.889604669446104,10.484857563565756,109.93223812826209,-0.0302190800611225,0.4515710360572771,17.660817868598013,311.90448778779086,0.0006494704402699,1.5973871045411476,4.0,3,4,0.4684519458031631,-0.0149510269594125,1.3951146927606777,0.0029412910945931,1.5031891796238228,-0.0120346246373026,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21896340.0,16.901830103202137
2013.0,Spain,46620045.0,1649535306148.45,35382.53,Europe & Central Asia,High income,28.13151473153842,791.3821210907631,-0.0140334186790621,0.774140396785702,10.474001736620243,109.70471237872388,-0.0107974169624091,0.3522330574722945,17.657541178272385,311.7887604623849,-0.0032713279044954,1.4402769479693374,4.0,3,4,0.4374533941129426,-0.0175595106476378,1.3814048655058098,0.0003126157512531,1.463629111584285,-0.0172554959228506,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21184200.0,16.868766225966908
2014.0,Spain,46480882.0,1672559113626.25,35983.81,Europe & Central Asia,High income,28.14537597279489,792.1621886499802,0.0139577536727959,0.8322825528498976,10.490852183950198,110.05797954549264,0.0169936971720223,0.4847163954616853,17.654551667745725,311.6831945891034,-0.0029850464537303,1.3141454701324502,4.0,3,4,0.4430950753142865,-0.008007599950503,1.3687711001825358,-0.0018689679726519,1.4584553474263902,-0.0098882954430903,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20836400.0,16.852212063198596
2015.0,Spain,46444832.0,1736760610926.34,37394.06,Europe & Central Asia,High income,28.183042776146536,794.2839001221055,0.038385188766749,1.0341902479456202,10.52929388911706,110.86602980339786,0.0391912362809829,0.8029170268154013,17.653775779146525,311.6557992603805,-0.0007755876921612,1.2366124978495547,4.0,3,4,0.4509276711924683,0.015129172163532,1.3600978781825572,-0.002343987350129,1.5018417395750738,0.0127698412534942,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21157800.0,16.867519237058783
2016.0,Spain,46484062.0,1789519475668.72,38497.48,Europe & Central Asia,High income,28.21296825039571,795.9715774978364,0.0303777414172468,1.179321068496217,10.55837403897702,111.4792623469439,0.0295078951041958,1.0324132932962142,17.654620080629034,311.6856101913499,0.0008446580235235,1.191702365236731,4.0,3,4,0.4760876566572606,0.0285642761857337,1.354529193251466,-0.0009719920407893,1.5211491065472411,0.0275735612855972,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21541800.0,16.885505838082103
2017.0,Spain,46593236.0,1842771293467.92,39550.19,Europe & Central Asia,High income,28.242291692216405,797.6270400282358,0.029757607292483,1.3113749174110647,10.585351061238724,112.0496570896678,0.0273449067315574,1.2310241553358794,17.656965959808314,311.76844690582953,0.0023486329572488,1.1735021826519891,4.0,3,4,0.457914032383264,0.0320146793722454,1.3528505824923482,0.0008059010962037,1.5243951279340755,0.0328401791588262,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22017900.0,16.907366362281184
2018.0,Spain,46797754.0,1884868840138.08,40276.91,Europe & Central Asia,High income,28.26487935357959,798.9034048724099,0.0228446941947617,1.3910722320763425,10.60355845869388,112.4354519869385,0.018374627277391,1.3373283147095365,17.661345789651804,311.9231351016515,0.0043894354107536,1.186363732956592,4.0,3,4,0.4190196414253697,0.0250758097043814,1.3554326321696175,0.002527575463842,1.5303285115623164,0.0276600143014971,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22229330.0,16.916923191020594
2019.0,Spain,47134837.0,1922264001275.94,40782.24,Europe & Central Asia,High income,28.284524774628217,800.0143417265574,0.0198396622308851,1.4459436780787631,10.616026491683538,112.70001847212669,0.0125463944478361,1.3845139291126465,17.668522945870023,312.1767030887355,0.0072029738863108,1.2376084573789905,4.0,3,4,0.3869952301595921,0.0194219761522615,1.363506516452322,0.0046470140847711,1.53502071592427,0.0241473212393766,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22261690.0,16.918377866784454
2020.0,Spain,47365655.0,1707599054603.7,36051.42,Europe & Central Asia,High income,28.16610943819028,793.3297208841116,-0.1116729785969835,0.6614789615098634,10.492729269447564,110.0973675219216,-0.1160019655614796,0.2694464617652198,17.673407967085023,312.3493491710244,0.0048969724876739,1.2544100286782127,4.0,3,4,0.2309407988298396,-0.0283603146120841,1.3697267261494577,0.0054964605949128,1.411285988098138,-0.0229962073904455,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21529489.0,16.884934181182604
2021.0,Spain,47415794.0,1816939586715.43,38319.29,Europe & Central Asia,High income,28.228174655872063,796.8298444024178,0.0640317361484519,1.0223715716070445,10.553734799905849,111.3813182267437,0.0629065373846577,0.789517911180042,17.67446595900534,312.3867469360385,0.001058551813545,1.219354855958576,4.0,3,4,0.230045784092137,-0.0135163445763285,1.3718641033101635,0.0043861660625099,1.418786379846334,-0.0092671934058821,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22137000.0,16.912761019881852
2022.0,Spain,47778340.0,1921788768753.83,40223.01,Europe & Central Asia,High income,28.28427751864451,800.0003547516993,0.0577064767618065,1.3396771520930613,10.60221935999774,112.40705535751088,0.0496804611985244,1.198922081343928,17.682082977618272,312.65605842737784,0.007646102056205,1.276886411440191,4.0,3,4,0.2294310596336224,-0.0011383223260991,1.3834515323258043,0.0045338754524747,1.4764143995923589,0.0033550781044249,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22290000.0,16.919648750225218
1990.0,"Congo, Dem. Rep.",35987541.0,62984305225.38,1750.17,Sub-Saharan Africa,Low income,24.866151408910763,618.3254858908747,0.0,0.0,7.468039414951818,55.77161270327389,0.0,0.0,17.398683380973786,302.7141833913734,0.0,0.0,1.0,1,4,-0.0408184822561476,0.0,1.6315625437787111,0.0,0.6731443824257729,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,7517637.491,15.832762616156007
1991.0,"Congo, Dem. Rep.",37194812.0,57680364445.98,1550.76,Sub-Saharan Africa,Low income,24.778182648332063,613.9583353541041,-0.084210514991324,-0.7071067811865475,7.347145049610036,53.98054038000927,-0.1139375032139735,-0.707106781186548,17.431679874037474,303.8634632309231,0.0335469155839238,0.7071067811865476,1.0,1,4,-0.0963024653725208,-0.1139375032139735,1.6420302828133118,0.0335469155839238,0.6049336361587465,-0.084210514991324,0.085432992057638,0.0,1.0,1.0,1.0,1.0,0.9212913255053322,8831466.327,15.993831733972762
1992.0,"Congo, Dem. Rep.",38332302.0,51623921239.03,1346.75,Sub-Saharan Africa,Low income,24.66725099193238,608.473271498989,-0.1050000856465133,-1.0213331252271287,7.206191814331778,51.929200464942326,-0.1315548505249039,-1.0037790849950716,17.461803519037318,304.91458213746404,0.0305819532035811,0.9899337534942312,1.0,1,4,-0.1625672074580237,-0.1227461768694387,1.6483855731948,0.0320644343937525,0.5240760704716367,-0.0946053003189186,0.1302032654448591,0.9979078412997696,1.0,2.0,4.0,0.0,0.884796594182897,7830385.736,15.873522458318144
1993.0,"Congo, Dem. Rep.",39580844.0,44670669197.58,1128.59,Sub-Saharan Africa,Low income,24.52258295313801,601.3570746935347,-0.134690505381312,-1.212953813274248,7.029610014008574,49.41541694904962,-0.16198997586783,-1.1809790908887614,17.49385584707705,306.0349923983119,0.0325715371855308,1.1743076710520917,1.0,0,4,-0.2246982883002448,-0.1358274432022358,1.657609203195998,0.0322334686576786,0.432076013260086,-0.1079670353397164,0.1849859261017385,0.9984911651276962,1.0,3.0,9.0,0.0,0.8438918791970055,7994634.554,15.894281318971048
1994.0,"Congo, Dem. Rep.",41511985.0,42928514526.94,1034.12,Sub-Saharan Africa,Low income,24.4828021163932,599.4075994704674,-0.0389999680312462,-1.064461584055208,6.942272641007698,48.19514942208399,-0.0837062174926235,-1.11104504673646,17.541492762777775,307.70396834658504,0.0487897883127503,1.3988127382022235,1.0,0,4,-0.2416211992978398,-0.1257503479617858,1.7192318880618995,0.0373144262339541,0.3992251930044432,-0.0928968530196905,0.21671280997056,0.9901111456745968,1.0,4.0,16.0,0.0,0.8218866373439402,7991083.46,15.893837035691309
1995.0,"Congo, Dem. Rep.",43285791.0,43229013626.28,998.69,Sub-Saharan Africa,Low income,24.48977771850883,599.7492127019715,0.0069999882980207,-0.8678466809307832,6.907445230922204,47.7127996181899,-0.0342610141956444,-0.9999380109381288,17.583335009796258,309.17367006672674,0.0427299730427248,1.4556119708987063,1.0,0,4,-0.2527144799117276,-0.0933190691853659,1.749191481680979,0.0413637661803353,0.388846990730085,-0.0555634950381791,0.1922165265554812,0.991871625145976,1.0,5.0,25.0,0.0,0.8387738114058628,7716318.354,15.85884804069456
1996.0,"Congo, Dem. Rep.",44118709.0,42786706185.45,969.81,Sub-Saharan Africa,Low income,24.47949328816669,599.2455916453982,-0.0102317264199873,-0.8076364340970573,6.878130774582253,47.30868295225547,-0.0289178824259781,-0.9366232619215946,17.602394513481507,309.84429260824385,0.0192422959303204,1.3360574680421375,1.0,0,4,-0.3005165472276085,-0.0489617047047487,1.7368400882899266,0.0369206857619318,0.3587959619110366,-0.0140772353844043,0.1392944625618314,0.9846329598410352,1.0,6.0,36.0,0.0,0.8777362068023992,7921281.536,15.885063687043967
1997.0,"Congo, Dem. Rep.",44822198.0,40383356960.96,900.97,Sub-Saharan Africa,Low income,24.42168358064904,596.418628913343,-0.0561704659871031,-0.9588463785746822,6.804581260086014,46.302326125113765,-0.0709829760468544,-1.004833785130637,17.61821408805185,310.40146765242866,0.0159453668510562,1.2692449047155376,1.0,0,4,-0.3149662688497044,-0.0447206242228256,1.7197587699212675,0.0259725452747005,0.3133123966170905,-0.0198007347030232,0.0834458945404548,0.9856045721073188,1.0,7.0,49.0,0.0,0.9229810229002264,7735635.668,15.861348348621412
1998.0,"Congo, Dem. Rep.",45895524.0,39727469035.46,865.61,Sub-Saharan Africa,Low income,24.40530870065261,595.6190927741501,-0.0162415404478154,-0.9254497776952652,6.764589048588412,45.75966499628228,-0.0392465897865633,-0.98833474887515,17.641878175724493,311.23586556710416,0.0239463044628021,1.3159652361012957,1.0,0,4,-0.2890494038620894,-0.0463824827531319,1.718354150846938,0.0197113224147262,0.2941579661563715,-0.0275479109516353,0.0728071826245501,0.9959950667995898,1.0,8.0,64.0,0.0,0.932133953049762,8030942.457,15.898812570553112
1999.0,"Congo, Dem. Rep.",47227238.0,38031050159.0,805.28,Sub-Saharan Africa,Low income,24.36166877249428,593.4909053807228,-0.0427014083113577,-1.0100929439340272,6.692431076720059,44.788633716648405,-0.0696965145966428,-1.0497662938867744,17.670481381556712,312.2459122559424,0.029016206460569,1.402570831797171,1.0,0,4,-0.318766485572761,-0.0599753601433535,1.7257423952969728,0.0229692925914758,0.2619738075178708,-0.0383711382487587,0.0860846482558744,0.9934531792639224,1.0,9.0,81.0,0.0,0.9207385461215052,8010826.039,15.89630456452603
2000.0,"Congo, Dem. Rep.",48616317.0,35402751924.8,728.21,Sub-Saharan Africa,Low income,24.290055392081648,590.0067909503947,-0.0691092731652589,-1.1717854477100151,6.5919617563692805,43.45395979743517,-0.0957058414464533,-1.1476245822776798,17.699469793832378,313.27123098278474,0.0294126664786114,1.4727296092540727,1.0,0,4,-0.3045036505153301,-0.0682163152765531,1.7792311480785243,0.0274583924673275,0.2220805025536642,-0.0426840739748107,0.1078803227650449,0.996961251842027,1.0,10.0,100.0,0.0,0.9026245700476044,7853370.194,15.876453449035672
2001.0,"Congo, Dem. Rep.",50106657.0,34659232878.81,691.71,Sub-Saharan Africa,Low income,24.268829988265622,588.9761089993409,-0.0210017302488048,-1.130948074024769,6.540611441188252,42.77959802460267,-0.0501229041073316,-1.1324991493302965,17.729664451437017,314.34100156054944,0.0306551399193812,1.536828770045768,1.0,0,4,-0.3393589451698921,-0.0718417533834759,1.8028872899044288,0.0296946709528539,0.2055926499221155,-0.0442708039084738,0.1109686332569311,0.9991456453962426,1.0,11.0,121.0,0.0,0.9001154218624392,7799783.484,15.869606661021688
2002.0,"Congo, Dem. Rep.",51662071.0,35680905678.51,690.66,Sub-Saharan Africa,Low income,24.297881527730407,590.3870467356226,0.029477651835873,-0.9376840142479216,6.5390945053960206,42.75975695050042,-0.0015179771869715,-1.0401037044082573,17.760234453228733,315.4259278336529,0.0310420629338732,1.5891151726738957,1.0,0,4,-0.3367389829381862,-0.0491155742469188,1.8122744031790967,0.0303699564439553,0.1954345780197112,-0.0202111171927302,0.1016000543649493,0.99914941311727,1.0,12.0,144.0,0.0,0.9077704708143648,8008385.325,15.895999841196184
2003.0,"Congo, Dem. Rep.",53205639.0,37671123196.38,708.03,Sub-Saharan Africa,Low income,24.352159674966668,593.0276808350727,0.0557782231146859,-0.6719915140411848,6.563897838754019,43.08475483759968,0.0251498566588481,-0.9204976745850691,17.78967496373027,316.4725353151716,0.0298781672922094,1.6221185406891383,1.0,0,4,-0.2987941034258757,-0.0088303415451516,1.816982015359035,0.0305251233818213,0.1996579390778213,0.021418048233918,0.0655568285063367,0.9994076104723622,1.0,13.0,169.0,0.0,0.9384764596757996,8148687.659,15.913367571534938
2004.0,"Congo, Dem. Rep.",54815607.0,40209544342.2,733.54,Sub-Saharan Africa,Low income,24.417370225864005,596.20796874691,0.0673837393323044,-0.3601656945952503,6.599244452946626,43.550027349746806,0.036029546770617,-0.796680409600401,17.819485528883682,317.5340645140949,0.0302593490137388,1.652672771286423,1.0,0,4,-0.2608369503797648,0.0198871420808312,1.8217204785058916,0.0303931930799405,0.191691698340087,0.0508798714276211,0.0281277766536671,0.9994069726339158,1.0,14.0,196.0,0.0,0.972641750089452,8885360.87,15.999915746935104
2005.0,"Congo, Dem. Rep.",56550247.0,42676460666.53,754.66,Sub-Saharan Africa,Low income,24.47691333275129,599.1192862990181,0.0613515115549561,-0.059037021072627,6.627591539568479,43.92496961535968,0.028791885923058,-0.6978905680661722,17.850640146016346,318.6453536225705,0.0316450021250334,1.68763805405011,1.0,0,4,-0.2507285603002314,0.0299904297841744,1.8303287621191275,0.0305941728103272,0.1931200433988351,0.0615044913339821,0.0388805333824864,0.9990710752529968,1.0,15.0,225.0,0.0,0.9625745866505984,8609202.494,15.968342362716989
2006.0,"Congo, Dem. Rep.",58381630.0,44947266417.87,769.89,Sub-Saharan Africa,Low income,24.52875578219656,601.6598602226413,0.0532097956548898,0.2194503730579332,6.647545691529998,44.18986372097904,0.0201812736861632,-0.6240150462155288,17.882511860649874,319.7842304462834,0.0323850574870168,1.7209588293227844,1.0,0,4,-0.2549735970360361,0.0283342354599461,1.8410109413489613,0.031429802875263,0.1914435108131741,0.0606483488473834,0.0444799604774346,0.998922093090136,1.0,16.0,256.0,0.0,0.9574142519143184,9187101.277,16.033311131987976
2007.0,"Congo, Dem. Rep.",60289422.0,47760730564.99,792.19,Sub-Saharan Africa,Low income,24.5894696025216,604.6420153333336,0.0625947776437283,0.5626655581259103,6.676062789405303,44.56981436808211,0.0289651768434453,-0.5337214674653198,17.914667240010104,320.9353023202912,0.0326779502387994,1.750077374404272,1.0,0,4,-0.2460520648115006,0.0259794454842222,1.8517993212181272,0.0322360032836165,0.1980648628373617,0.0590520282845247,0.0431910588788111,0.9994679221788396,1.0,17.0,289.0,0.0,0.9585971730574152,9589546.604,16.07618427202428
2008.0,"Congo, Dem. Rep.",62249724.0,50734263151.92,815.01,Sub-Saharan Africa,Low income,24.64986732112506,607.6159589490692,0.062258942686896,0.9087340095610732,6.7044266097909775,44.94933616607334,0.0288062207298753,-0.4454794613835328,17.94666467562865,322.0827729794572,0.0325148580790839,1.773404236941802,1.0,0,4,-0.2414232953330293,0.0259842237531613,1.8617502348919208,0.0325259552683,0.2063638478862245,0.0593545053285047,0.0410907618576681,0.9998532601589482,1.0,18.0,324.0,0.0,0.960531047471454,9355388.594,16.05146316236032
